sim_id,customer_id,device_type,apn,plan_id,status,city
4315,9089,Sensor,apn-m2m,13,active,Manisa
4316,9064,Tracker,apn-video,14,inactive,Istanbul
4317,9048,Sensor,apn-m2m,12,inactive,Antalya
4318,9067,POS,apn-iot,12,active,Elazığ
4319,9035,Gateway,apn-iot,12,active,Adana
4320,9011,POS,apn-video,15,inactive,Sivas
4321,9094,Tracker,apn-video,15,active,Bursa
4322,9055,POS,apn-iot,11,active,Istanbul
4323,9011,Tracker,apn-video,15,active,Malatya
4324,9056,Tracker,apn-data,11,active,Eskisehir
4325,9078,Tracker,apn-m2m,11,blocked,Adana
4326,9024,Camera,apn-video,14,active,Sivas
4327,9070,Camera,apn-video,14,active,Diyarbakir
4328,9038,Gateway,apn-m2m,11,active,Kayseri
4329,9042,Tracker,apn-m2m,13,active,Manisa
4330,9014,Gateway,apn-iot,13,active,Van
4331,9011,Camera,apn-video,15,active,Erzurum
4332,9042,SmartMeter,apn-iot,11,inactive,Istanbul
4333,9085,Camera,apn-video,14,active,Antalya
4334,9038,Tracker,apn-iot,12,inactive,Istanbul
4335,9040,Tracker,apn-m2m,13,inactive,Antalya
4336,9058,ATM,apn-video,15,active,Manisa
4337,9078,ATM,apn-video,14,blocked,Gaziantep
4338,9092,ATM,apn-video,14,active,Gaziantep
4339,9055,Gateway,apn-data,11,active,Adana
4340,9022,Gateway,apn-m2m,11,active,Erzurum
4341,9089,Camera,apn-video,15,active,Urfa
4342,9057,Sensor,apn-data,13,active,Istanbul
4343,9045,POS,apn-m2m,11,active,Mersin
4344,9058,SmartMeter,apn-iot,13,blocked,Bursa
4345,9006,Sensor,apn-video,15,active,Izmir
4346,9094,Sensor,apn-data,13,active,Batman
4347,9046,Sensor,apn-data,12,active,Diyarbakir
4348,9079,POS,apn-iot,12,blocked,Antalya
4349,9056,Sensor,apn-iot,13,inactive,Kahramanmaras
4350,9036,Camera,apn-video,15,active,Ankara
4351,9082,SmartMeter,apn-iot,12,active,Kayseri
4352,9008,Sensor,apn-iot,11,inactive,Eskisehir
4353,9010,Camera,apn-video,14,active,Mersin
4354,9086,Tracker,apn-data,13,inactive,Antalya
4355,9082,Sensor,apn-iot,12,active,Elazığ
4356,9052,Sensor,apn-m2m,11,active,Trabzon
4357,9047,Sensor,apn-iot,13,inactive,Malatya
4358,9066,Tracker,apn-m2m,12,blocked,Diyarbakir
4359,9096,ATM,apn-iot,11,active,Istanbul
4360,9087,ATM,apn-data,13,blocked,Bursa
4361,9021,Tracker,apn-data,11,active,Gaziantep
4362,9004,SmartMeter,apn-iot,11,active,Adana
4363,9019,POS,apn-m2m,11,active,Elazığ
4364,9078,Tracker,apn-data,11,active,Mersin
4365,9087,Tracker,apn-video,15,active,Bursa
4366,9057,POS,apn-iot,11,active,Antalya
4367,9005,Gateway,apn-video,15,active,Bursa
4368,9017,ATM,apn-data,12,active,Bursa
4369,9009,Gateway,apn-data,11,active,Manisa
4370,9031,Sensor,apn-m2m,12,active,Kahramanmaras
4371,9100,SmartMeter,apn-iot,11,active,Adana
4372,9083,SmartMeter,apn-iot,11,active,Urfa
4373,9047,Tracker,apn-data,11,active,Konya
4374,9047,Gateway,apn-video,15,active,Adana
4375,9050,ATM,apn-data,13,active,Kayseri
4376,9073,Camera,apn-video,15,active,Kayseri
4377,9005,POS,apn-m2m,13,inactive,Adana
4378,9078,Sensor,apn-data,13,blocked,Konya
4379,9020,Gateway,apn-m2m,11,active,Elazığ
4380,9087,SmartMeter,apn-iot,11,active,Sivas
4381,9058,Camera,apn-video,15,active,Istanbul
4382,9048,Camera,apn-video,14,active,Bursa
4383,9048,POS,apn-video,14,inactive,Diyarbakir
4384,9057,Sensor,apn-iot,11,active,Batman
4385,9098,Gateway,apn-m2m,13,active,Erzurum
4386,9010,Sensor,apn-m2m,11,active,Gaziantep
4387,9074,POS,apn-video,14,active,Elazığ
4388,9018,POS,apn-data,12,active,Kahramanmaras
4389,9068,Sensor,apn-iot,11,inactive,Izmir
4390,9047,ATM,apn-iot,13,active,Malatya
4391,9051,Tracker,apn-video,15,active,Adana
4392,9041,Camera,apn-video,15,inactive,Trabzon
4393,9084,ATM,apn-data,12,active,Kahramanmaras
4394,9036,Sensor,apn-iot,13,active,Elazığ
4395,9032,Sensor,apn-m2m,12,active,Izmir
4396,9015,Tracker,apn-data,12,active,Adana
4397,9004,ATM,apn-data,12,active,Istanbul
4398,9095,ATM,apn-iot,12,active,Urfa
4399,9024,ATM,apn-iot,13,active,Batman
4400,9064,Camera,apn-video,15,inactive,Gaziantep
4401,9067,POS,apn-video,14,active,Antalya
4402,9050,Tracker,apn-iot,13,active,Kayseri
4403,9072,Tracker,apn-video,14,active,Ankara
4404,9016,ATM,apn-video,14,active,Izmir
4405,9034,Gateway,apn-data,11,blocked,Eskisehir
4406,9100,POS,apn-m2m,12,active,Bursa
4407,9034,Gateway,apn-data,13,inactive,Istanbul
4408,9091,Tracker,apn-video,15,active,Van
4409,9058,Gateway,apn-video,14,inactive,Urfa
4410,9028,Tracker,apn-m2m,13,active,Urfa
4411,9079,Tracker,apn-video,14,inactive,Urfa
4412,9037,Camera,apn-video,15,active,Mersin
4413,9089,ATM,apn-m2m,13,inactive,Kayseri
4414,9063,Sensor,apn-m2m,13,active,Urfa
4415,9026,POS,apn-data,12,inactive,Erzurum
4416,9016,SmartMeter,apn-iot,11,active,Adana
4417,9018,Camera,apn-video,15,blocked,Batman
4418,9010,SmartMeter,apn-iot,11,blocked,Gaziantep
4419,9058,SmartMeter,apn-iot,13,inactive,Gaziantep
4420,9023,POS,apn-iot,12,active,Trabzon
4421,9092,Gateway,apn-m2m,12,active,Bursa
4422,9057,POS,apn-video,15,active,Kayseri
4423,9012,SmartMeter,apn-iot,13,active,Urfa
4424,9088,Gateway,apn-data,13,active,Batman
4425,9041,ATM,apn-video,15,active,Van
4426,9086,POS,apn-data,11,active,Kahramanmaras
4427,9045,Tracker,apn-iot,12,inactive,Mersin
4428,9091,Camera,apn-video,15,active,Izmir
4429,9009,SmartMeter,apn-iot,13,active,Urfa
4430,9071,ATM,apn-data,11,active,Erzurum
4431,9070,POS,apn-m2m,13,inactive,Erzurum
4432,9038,Tracker,apn-data,13,active,Trabzon
4433,9039,POS,apn-iot,11,active,Urfa
4434,9021,Tracker,apn-video,14,active,Gaziantep
4435,9092,Camera,apn-video,15,blocked,Sivas
4436,9091,ATM,apn-m2m,13,blocked,Istanbul
4437,9090,SmartMeter,apn-iot,13,inactive,Konya
4438,9082,POS,apn-m2m,11,active,Urfa
4439,9023,Camera,apn-video,15,active,Istanbul
4440,9047,ATM,apn-iot,11,active,Adana
4441,9066,ATM,apn-data,12,active,Kahramanmaras
4442,9029,POS,apn-iot,11,active,Eskisehir
4443,9016,Sensor,apn-video,15,active,Elazığ
4444,9026,Sensor,apn-data,13,active,Trabzon
4445,9018,ATM,apn-data,12,active,Erzurum
4446,9031,SmartMeter,apn-iot,13,inactive,Kayseri
4447,9064,SmartMeter,apn-iot,11,inactive,Sivas
4448,9004,ATM,apn-iot,11,active,Elazığ
4449,9047,SmartMeter,apn-iot,12,active,Elazığ
4450,9071,Sensor,apn-data,12,active,Kayseri
4451,9074,ATM,apn-iot,11,active,Manisa
4452,9048,POS,apn-data,12,active,Antalya
4453,9060,Sensor,apn-data,12,inactive,Urfa
4454,9071,ATM,apn-iot,12,inactive,Konya
4455,9017,Sensor,apn-video,15,active,Manisa
4456,9079,Camera,apn-video,15,active,Mersin
4457,9012,SmartMeter,apn-iot,13,active,Bursa
4458,9009,ATM,apn-m2m,11,blocked,Batman
4459,9040,SmartMeter,apn-iot,11,active,Sivas
4460,9051,Camera,apn-video,15,active,Ankara
4461,9092,POS,apn-iot,11,active,Bursa
4462,9093,Tracker,apn-m2m,13,active,Konya
4463,9062,SmartMeter,apn-iot,12,inactive,Diyarbakir
4464,9068,Camera,apn-video,15,inactive,Izmir
4465,9053,Camera,apn-video,14,active,Sivas
4466,9099,Tracker,apn-iot,11,active,Konya
4467,9053,ATM,apn-m2m,12,inactive,Elazığ
4468,9074,SmartMeter,apn-iot,11,inactive,Manisa
4469,9010,Gateway,apn-m2m,13,inactive,Adana
4470,9017,SmartMeter,apn-iot,13,active,Van
4471,9041,POS,apn-video,15,active,Trabzon
4472,9083,Tracker,apn-video,14,active,Trabzon
4473,9010,ATM,apn-m2m,13,active,Kahramanmaras
4474,9058,POS,apn-iot,13,active,Eskisehir
4475,9060,ATM,apn-iot,13,inactive,Adana
4476,9088,Camera,apn-video,15,active,Gaziantep
4477,9067,ATM,apn-m2m,12,active,Trabzon
4478,9045,Tracker,apn-m2m,11,blocked,Ankara
4479,9017,Tracker,apn-m2m,11,active,Sivas
4480,9100,SmartMeter,apn-iot,13,active,Ankara
4481,9071,POS,apn-iot,13,active,Mersin
4482,9082,Gateway,apn-m2m,13,active,Diyarbakir
4483,9076,ATM,apn-iot,13,blocked,Van
4484,9024,Camera,apn-video,15,active,Mersin
4485,9099,Camera,apn-video,14,active,Adana
4486,9017,SmartMeter,apn-iot,12,active,Kahramanmaras
4487,9056,Sensor,apn-video,14,active,Adana
4488,9065,SmartMeter,apn-iot,11,active,Izmir
4489,9008,Camera,apn-video,15,active,Istanbul
4490,9016,Camera,apn-video,15,inactive,Eskisehir
4491,9067,Gateway,apn-data,13,active,Diyarbakir
4492,9020,Tracker,apn-m2m,12,active,Manisa
4493,9039,SmartMeter,apn-iot,12,active,Kayseri
4494,9022,SmartMeter,apn-iot,12,active,Bursa
4495,9021,Tracker,apn-iot,13,active,Erzurum
4496,9042,Gateway,apn-video,14,active,Manisa
4497,9091,Sensor,apn-iot,11,active,Urfa
4498,9029,Tracker,apn-iot,13,blocked,Ankara
4499,9045,POS,apn-video,14,active,Antalya
4500,9067,Camera,apn-video,14,active,Bursa
4501,9037,Sensor,apn-video,14,blocked,Diyarbakir
4502,9011,SmartMeter,apn-iot,11,active,Elazığ
4503,9033,SmartMeter,apn-iot,11,active,Antalya
4504,9026,SmartMeter,apn-iot,13,active,Trabzon
4505,9082,POS,apn-video,14,active,Bursa
4506,9071,Tracker,apn-m2m,13,blocked,Sivas
4507,9036,Tracker,apn-m2m,12,active,Kayseri
4508,9017,Gateway,apn-iot,13,inactive,Ankara
4509,9081,POS,apn-iot,11,active,Trabzon
4510,9039,Gateway,apn-data,13,active,Elazığ
4511,9079,Gateway,apn-data,11,active,Bursa
4512,9069,Camera,apn-video,15,inactive,Elazığ
4513,9012,ATM,apn-iot,12,active,Istanbul
4514,9065,POS,apn-iot,11,active,Trabzon
4515,9083,ATM,apn-data,13,active,Manisa
4516,9022,SmartMeter,apn-iot,11,active,Gaziantep
4517,9076,POS,apn-video,15,blocked,Diyarbakir
4518,9075,ATM,apn-iot,12,inactive,Antalya
4519,9020,SmartMeter,apn-iot,11,active,Kahramanmaras
4520,9022,Sensor,apn-m2m,13,active,Adana
4521,9085,Tracker,apn-video,14,active,Urfa
4522,9080,SmartMeter,apn-iot,12,active,Van
4523,9093,POS,apn-video,14,active,Diyarbakir
4524,9078,Camera,apn-video,15,blocked,Antalya
4525,9044,Sensor,apn-iot,12,active,Erzurum
4526,9073,Tracker,apn-m2m,11,active,Diyarbakir
4527,9006,Sensor,apn-video,15,inactive,Gaziantep
4528,9004,Sensor,apn-iot,12,inactive,Izmir
4529,9011,POS,apn-data,13,active,Kahramanmaras
4530,9006,Tracker,apn-data,11,active,Gaziantep
4531,9083,POS,apn-m2m,12,active,Manisa
4532,9099,Tracker,apn-video,15,blocked,Kahramanmaras
4533,9074,SmartMeter,apn-iot,12,active,Batman
4534,9034,SmartMeter,apn-iot,12,active,Trabzon
4535,9084,Sensor,apn-iot,11,active,Izmir
4536,9027,ATM,apn-data,12,active,Batman
4537,9099,SmartMeter,apn-iot,11,active,Erzurum
4538,9074,POS,apn-iot,11,blocked,Eskisehir
4539,9054,ATM,apn-data,12,inactive,Gaziantep
4540,9080,Camera,apn-video,15,active,Mersin
4541,9082,ATM,apn-video,15,active,Kayseri
4542,9004,ATM,apn-iot,11,active,Bursa
4543,9064,SmartMeter,apn-iot,13,active,Van
4544,9081,POS,apn-video,14,active,Mersin
4545,9070,ATM,apn-data,12,inactive,Batman
4546,9038,Tracker,apn-m2m,11,inactive,Diyarbakir
4547,9083,Sensor,apn-iot,12,inactive,Sivas
4548,9039,SmartMeter,apn-iot,11,inactive,Antalya
4549,9062,Sensor,apn-video,14,inactive,Konya
4550,9032,Gateway,apn-iot,11,active,Gaziantep
4551,9088,SmartMeter,apn-iot,12,active,Trabzon
4552,9052,Sensor,apn-m2m,12,active,Adana
4553,9039,Tracker,apn-data,13,active,Izmir
4554,9059,ATM,apn-video,15,active,Urfa
4555,9010,SmartMeter,apn-iot,12,active,Izmir
4556,9089,ATM,apn-video,15,active,Sivas
4557,9008,ATM,apn-m2m,11,active,Malatya
4558,9021,Sensor,apn-data,11,active,Erzurum
4559,9057,Camera,apn-video,15,active,Gaziantep
4560,9054,ATM,apn-video,14,active,Malatya
4561,9062,Sensor,apn-video,14,active,Bursa
4562,9060,Tracker,apn-iot,11,active,Kayseri
4563,9027,Camera,apn-video,15,active,Manisa
4564,9044,POS,apn-data,12,inactive,Eskisehir
4565,9078,ATM,apn-iot,12,active,Erzurum
4566,9019,Tracker,apn-video,15,inactive,Van
4567,9041,Camera,apn-video,14,inactive,Kayseri
4568,9092,POS,apn-video,14,active,Erzurum
4569,9041,Camera,apn-video,14,active,Manisa
4570,9094,Camera,apn-video,15,inactive,Mersin
4571,9045,Camera,apn-video,14,inactive,Kahramanmaras
4572,9052,Tracker,apn-m2m,13,active,Trabzon
4573,9017,SmartMeter,apn-iot,12,active,Ankara
4574,9098,SmartMeter,apn-iot,13,active,Gaziantep
4575,9048,Tracker,apn-iot,13,active,Eskisehir
4576,9066,POS,apn-m2m,12,active,Eskisehir
4577,9072,Camera,apn-video,14,active,Eskisehir
4578,9014,Tracker,apn-iot,12,blocked,Elazığ
4579,9041,Tracker,apn-iot,13,active,Bursa
4580,9031,Gateway,apn-iot,13,active,Antalya
4581,9060,Sensor,apn-data,11,active,Malatya
4582,9016,ATM,apn-video,14,inactive,Antalya
4583,9035,Sensor,apn-m2m,12,active,Istanbul
4584,9058,Camera,apn-video,14,blocked,Izmir
4585,9032,ATM,apn-video,15,inactive,Konya
4586,9019,Tracker,apn-data,11,inactive,Sivas
4587,9013,Gateway,apn-video,14,active,Adana
4588,9007,Tracker,apn-m2m,13,inactive,Antalya
4589,9038,Sensor,apn-iot,11,active,Kahramanmaras
4590,9050,Tracker,apn-iot,12,active,Urfa
4591,9079,Tracker,apn-data,13,active,Sivas
4592,9054,ATM,apn-data,11,active,Urfa
4593,9032,POS,apn-video,14,active,Eskisehir
4594,9021,Gateway,apn-video,15,active,Erzurum
4595,9042,Gateway,apn-video,14,active,Trabzon
4596,9074,POS,apn-data,11,active,Mersin
4597,9093,ATM,apn-data,11,active,Erzurum
4598,9041,Sensor,apn-data,11,blocked,Kahramanmaras
4599,9025,ATM,apn-iot,12,active,Manisa
4600,9098,ATM,apn-data,13,active,Adana
4601,9021,ATM,apn-video,15,active,Eskisehir
4602,9064,Camera,apn-video,15,active,Kahramanmaras
4603,9066,POS,apn-data,13,inactive,Kahramanmaras
4604,9060,Sensor,apn-iot,13,active,Bursa
4605,9064,Sensor,apn-iot,13,active,Konya
4606,9040,Sensor,apn-video,15,active,Bursa
4607,9064,Camera,apn-video,14,inactive,Konya
4608,9003,Sensor,apn-data,11,blocked,Sivas
4609,9012,SmartMeter,apn-iot,11,blocked,Istanbul
4610,9051,ATM,apn-data,13,active,Trabzon
4611,9065,ATM,apn-video,15,active,Adana
4612,9059,Sensor,apn-m2m,12,active,Van
4613,9031,Sensor,apn-data,13,inactive,Diyarbakir
4614,9028,ATM,apn-m2m,11,active,Manisa
4615,9075,SmartMeter,apn-iot,13,active,Antalya
4616,9046,Sensor,apn-video,14,active,Manisa
4617,9007,Sensor,apn-video,15,active,Erzurum
4618,9007,POS,apn-iot,13,active,Manisa
4619,9037,POS,apn-iot,13,blocked,Van
4620,9064,Tracker,apn-iot,12,inactive,Trabzon
4621,9077,Camera,apn-video,15,active,Manisa
4622,9084,Camera,apn-video,14,active,Sivas
4623,9087,Sensor,apn-m2m,13,active,Konya
4624,9061,ATM,apn-m2m,13,active,Malatya
4625,9037,ATM,apn-m2m,13,active,Urfa
4626,9069,Tracker,apn-iot,13,active,Malatya
4627,9002,SmartMeter,apn-iot,13,active,Diyarbakir
4628,9014,ATM,apn-data,11,active,Mersin
4629,9056,Sensor,apn-iot,11,active,Sivas
4630,9018,Tracker,apn-iot,12,active,Bursa
4631,9034,Sensor,apn-data,11,active,Erzurum
4632,9094,POS,apn-m2m,13,active,Ankara
4633,9047,Gateway,apn-iot,12,inactive,Kayseri
4634,9098,Sensor,apn-iot,11,active,Sivas
4635,9052,Camera,apn-video,14,active,Izmir
4636,9047,POS,apn-data,11,active,Van
4637,9006,ATM,apn-video,14,active,Mersin
4638,9052,Sensor,apn-data,13,active,Izmir
4639,9007,Gateway,apn-data,11,active,Urfa
4640,9073,Tracker,apn-iot,11,blocked,Van
4641,9072,Gateway,apn-data,12,active,Manisa
4642,9025,ATM,apn-video,15,inactive,Konya
4643,9047,Camera,apn-video,15,active,Trabzon
4644,9071,Tracker,apn-iot,12,active,Sivas
4645,9037,POS,apn-iot,11,active,Istanbul
4646,9010,SmartMeter,apn-iot,12,active,Malatya
4647,9050,Gateway,apn-data,11,blocked,Trabzon
4648,9065,Gateway,apn-iot,13,active,Izmir
4649,9058,Tracker,apn-m2m,12,active,Gaziantep
4650,9098,Tracker,apn-video,15,active,Istanbul
4651,9071,Gateway,apn-video,14,active,Kayseri
4652,9036,Tracker,apn-data,13,blocked,Kayseri
4653,9080,ATM,apn-m2m,11,active,Antalya
4654,9088,Camera,apn-video,14,active,Van
4655,9079,SmartMeter,apn-iot,13,active,Istanbul
4656,9016,Camera,apn-video,14,active,Kayseri
4657,9017,Camera,apn-video,15,active,Eskisehir
4658,9013,Gateway,apn-iot,11,active,Bursa
4659,9051,Camera,apn-video,15,active,Diyarbakir
4660,9048,Sensor,apn-data,12,active,Elazığ
4661,9044,Tracker,apn-data,12,inactive,Diyarbakir
4662,9072,Tracker,apn-data,13,active,Batman
4663,9047,Gateway,apn-video,15,active,Trabzon
4664,9097,Camera,apn-video,14,active,Gaziantep
4665,9019,ATM,apn-video,14,active,Van
4666,9026,Camera,apn-video,14,active,Sivas
4667,9078,Sensor,apn-data,13,inactive,Van
4668,9066,Gateway,apn-data,12,active,Kahramanmaras
4669,9052,ATM,apn-video,14,active,Eskisehir
4670,9065,SmartMeter,apn-iot,12,active,Diyarbakir
4671,9006,Gateway,apn-data,13,active,Eskisehir
4672,9006,Camera,apn-video,14,active,Mersin
4673,9005,SmartMeter,apn-iot,12,active,Istanbul
4674,9018,Gateway,apn-iot,13,active,Trabzon
4675,9092,Gateway,apn-m2m,11,active,Ankara
4676,9043,Camera,apn-video,15,active,Erzurum
4677,9061,Sensor,apn-data,13,active,Istanbul
4678,9067,Camera,apn-video,14,active,Erzurum
4679,9059,POS,apn-m2m,11,inactive,Ankara
4680,9020,ATM,apn-video,15,active,Eskisehir
4681,9078,Camera,apn-video,14,active,Sivas
4682,9066,SmartMeter,apn-iot,11,active,Konya
4683,9018,SmartMeter,apn-iot,11,active,Gaziantep
4684,9042,Gateway,apn-iot,13,active,Konya
4685,9079,Sensor,apn-m2m,13,active,Malatya
4686,9041,Gateway,apn-iot,13,active,Eskisehir
4687,9021,POS,apn-data,11,active,Izmir
4688,9051,POS,apn-video,15,active,Antalya
4689,9079,Gateway,apn-m2m,13,inactive,Kahramanmaras
4690,9095,SmartMeter,apn-iot,12,active,Kahramanmaras
4691,9039,ATM,apn-iot,12,active,Sivas
4692,9076,SmartMeter,apn-iot,11,active,Istanbul
4693,9044,Sensor,apn-video,14,active,Van
4694,9065,ATM,apn-data,13,active,Kahramanmaras
4695,9066,Gateway,apn-data,12,active,Manisa
4696,9069,SmartMeter,apn-iot,12,active,Konya
4697,9063,Gateway,apn-video,15,active,Sivas
4698,9091,Camera,apn-video,14,active,Elazığ
4699,9073,ATM,apn-iot,12,active,Izmir
4700,9039,ATM,apn-m2m,12,active,Antalya
4701,9061,POS,apn-video,15,active,Sivas
4702,9003,Camera,apn-video,15,active,Sivas
4703,9048,ATM,apn-video,14,active,Elazığ
4704,9043,Camera,apn-video,15,active,Gaziantep
4705,9087,SmartMeter,apn-iot,12,active,Malatya
4706,9015,Sensor,apn-video,15,active,Erzurum
4707,9054,Sensor,apn-data,13,active,Malatya
4708,9075,Gateway,apn-iot,11,active,Trabzon
4709,9040,Camera,apn-video,15,active,Izmir
4710,9093,ATM,apn-video,15,active,Erzurum
4711,9089,ATM,apn-video,15,inactive,Kayseri
4712,9081,Sensor,apn-m2m,11,active,Manisa
4713,9004,Tracker,apn-data,12,active,Batman
4714,9077,ATM,apn-m2m,13,active,Urfa
4715,9061,Sensor,apn-iot,11,inactive,Mersin
4716,9034,Camera,apn-video,15,active,Ankara
4717,9084,Camera,apn-video,14,active,Diyarbakir
4718,9100,SmartMeter,apn-iot,11,blocked,Diyarbakir
4719,9075,Sensor,apn-iot,13,active,Van
4720,9074,POS,apn-video,15,blocked,Konya
4721,9030,ATM,apn-data,12,active,Mersin
4722,9093,Gateway,apn-video,15,active,Konya
4723,9007,Gateway,apn-video,14,active,Malatya
4724,9075,Sensor,apn-data,11,active,Batman
4725,9062,Tracker,apn-m2m,13,active,Batman
4726,9022,Sensor,apn-video,14,blocked,Kayseri
4727,9068,Tracker,apn-data,13,inactive,Urfa
4728,9081,Gateway,apn-video,14,active,Istanbul
4729,9093,POS,apn-m2m,12,active,Adana
4730,9080,Gateway,apn-data,12,active,Ankara
4731,9100,Tracker,apn-m2m,13,blocked,Sivas
4732,9049,POS,apn-m2m,12,active,Istanbul
4733,9019,ATM,apn-m2m,11,active,Ankara
4734,9088,Sensor,apn-m2m,12,active,Elazığ
4735,9032,Tracker,apn-iot,11,inactive,Adana
4736,9005,SmartMeter,apn-iot,13,active,Konya
4737,9074,Gateway,apn-m2m,12,inactive,Van
4738,9090,POS,apn-m2m,11,blocked,Urfa
4739,9015,Tracker,apn-iot,13,active,Antalya
4740,9025,POS,apn-video,14,inactive,Van
4741,9003,SmartMeter,apn-iot,12,active,Kayseri
4742,9057,Camera,apn-video,14,active,Ankara
4743,9041,Gateway,apn-m2m,12,active,Sivas
4744,9054,Sensor,apn-iot,12,active,Eskisehir
4745,9020,ATM,apn-iot,13,blocked,Malatya
4746,9053,Gateway,apn-iot,13,inactive,Elazığ
4747,9089,Gateway,apn-iot,12,inactive,Sivas
4748,9027,POS,apn-iot,13,active,Ankara
4749,9053,ATM,apn-iot,12,inactive,Diyarbakir
4750,9065,Gateway,apn-video,15,inactive,Kahramanmaras
4751,9100,Camera,apn-video,14,active,Mersin
4752,9079,Tracker,apn-iot,11,active,Van
4753,9061,Sensor,apn-m2m,12,active,Kahramanmaras
4754,9095,Tracker,apn-m2m,11,active,Trabzon
4755,9094,POS,apn-iot,11,active,Mersin
4756,9008,Camera,apn-video,15,active,Urfa
4757,9091,ATM,apn-iot,13,active,Mersin
4758,9018,POS,apn-video,14,inactive,Eskisehir
4759,9067,Camera,apn-video,14,active,Eskisehir
4760,9027,SmartMeter,apn-iot,13,active,Istanbul
4761,9072,Sensor,apn-iot,13,active,Erzurum
4762,9042,ATM,apn-iot,11,active,Van
4763,9085,Sensor,apn-m2m,11,active,Batman
4764,9062,ATM,apn-iot,11,active,Trabzon
4765,9068,SmartMeter,apn-iot,11,active,Sivas
4766,9049,POS,apn-data,11,active,Adana
4767,9041,Gateway,apn-data,11,active,Istanbul
4768,9023,Sensor,apn-video,14,active,Adana
4769,9059,POS,apn-data,13,active,Diyarbakir
4770,9069,Tracker,apn-m2m,13,inactive,Bursa
4771,9044,Camera,apn-video,14,active,Ankara
4772,9070,Camera,apn-video,15,inactive,Gaziantep
4773,9046,Sensor,apn-m2m,12,active,Kahramanmaras
4774,9087,Tracker,apn-m2m,12,inactive,Urfa
4775,9099,SmartMeter,apn-iot,11,active,Kahramanmaras
4776,9093,Sensor,apn-iot,12,active,Konya
4777,9088,Sensor,apn-video,15,blocked,Eskisehir
4778,9083,POS,apn-video,14,active,Bursa
4779,9089,SmartMeter,apn-iot,12,active,Erzurum
4780,9034,ATM,apn-video,15,active,Konya
4781,9079,ATM,apn-iot,12,active,Adana
4782,9062,ATM,apn-data,13,active,Gaziantep
4783,9025,ATM,apn-m2m,13,inactive,Erzurum
4784,9032,ATM,apn-video,14,inactive,Eskisehir
4785,9036,ATM,apn-data,12,active,Van
4786,9072,Tracker,apn-data,12,active,Elazığ
4787,9039,ATM,apn-m2m,13,active,Trabzon
4788,9029,ATM,apn-iot,13,blocked,Adana
4789,9039,Sensor,apn-iot,13,active,Urfa
4790,9099,Sensor,apn-video,14,active,Elazığ
4791,9037,Sensor,apn-m2m,12,active,Manisa
4792,9091,Gateway,apn-m2m,13,active,Manisa
4793,9027,POS,apn-iot,13,active,Kahramanmaras
4794,9089,Camera,apn-video,15,inactive,Izmir
4795,9091,ATM,apn-video,15,active,Ankara
4796,9063,POS,apn-video,14,inactive,Urfa
4797,9041,Camera,apn-video,14,blocked,Eskisehir
4798,9062,ATM,apn-m2m,11,active,Erzurum
4799,9045,Gateway,apn-data,13,active,Eskisehir
4800,9072,ATM,apn-video,15,inactive,Van
4801,9093,ATM,apn-iot,12,inactive,Urfa
4802,9036,Tracker,apn-data,12,active,Sivas
4803,9037,POS,apn-iot,13,active,Malatya
4804,9016,Camera,apn-video,15,active,Istanbul
4805,9074,Tracker,apn-video,15,active,Batman
4806,9087,Camera,apn-video,15,active,Antalya
4807,9070,SmartMeter,apn-iot,12,active,Izmir
4808,9049,ATM,apn-iot,11,active,Ankara
4809,9051,SmartMeter,apn-iot,12,inactive,Eskisehir
4810,9045,SmartMeter,apn-iot,11,active,Bursa
4811,9099,Sensor,apn-iot,12,active,Trabzon
4812,9019,Sensor,apn-m2m,11,active,Ankara
4813,9038,POS,apn-video,14,active,Malatya
4814,9006,POS,apn-iot,12,blocked,Van
4815,9037,Tracker,apn-iot,11,active,Manisa
4816,9092,Camera,apn-video,14,active,Kayseri
4817,9011,POS,apn-data,11,active,Trabzon
4818,9045,Tracker,apn-iot,13,blocked,Istanbul
4819,9057,POS,apn-video,15,active,Van
4820,9084,SmartMeter,apn-iot,13,active,Urfa
4821,9033,Sensor,apn-iot,11,active,Trabzon
4822,9096,Camera,apn-video,15,active,Diyarbakir
4823,9062,Camera,apn-video,15,active,Eskisehir
4824,9028,Gateway,apn-data,12,blocked,Istanbul
4825,9026,SmartMeter,apn-iot,13,blocked,Bursa
4826,9069,Gateway,apn-video,14,inactive,Van
4827,9035,Sensor,apn-data,12,active,Kahramanmaras
4828,9072,Tracker,apn-video,14,active,Diyarbakir
4829,9090,POS,apn-m2m,13,inactive,Elazığ
4830,9035,Tracker,apn-m2m,13,active,Elazığ
4831,9018,Gateway,apn-iot,12,inactive,Diyarbakir
4832,9014,Tracker,apn-iot,12,active,Kayseri
4833,9079,Tracker,apn-data,12,active,Eskisehir
4834,9095,Tracker,apn-video,14,active,Izmir
4835,9076,Camera,apn-video,15,blocked,Izmir
4836,9031,SmartMeter,apn-iot,12,inactive,Sivas
4837,9032,Tracker,apn-data,11,active,Eskisehir
4838,9007,SmartMeter,apn-iot,13,active,Trabzon
4839,9086,Gateway,apn-video,15,active,Malatya
4840,9068,Sensor,apn-iot,13,active,Konya
4841,9029,Camera,apn-video,14,active,Trabzon
4842,9082,Camera,apn-video,15,active,Elazığ
4843,9030,SmartMeter,apn-iot,13,active,Konya
